location,property_area,street,features,bed,bath,toilet,description,price
ajah,abraham-adesanya-estate,June 12 RoadAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,PORTABLE REFURBISHED MINI FLAT,500000.0
ajah,abraham-adesanya-estate,"Akinsemoyin layout, ten family, behind Eco busAbraham Adesanya Estate Ajah Lagos",1 beds 1 baths 1 Toilets,1,1,1,A Room selfcon,300000.0
ajah,abraham-adesanya-estate,Lekki scheme 2Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Shared apartment selfcon,300000.0
ajah,abraham-adesanya-estate,Alasia Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,2bedroom flat,1100000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely Spacious 3 Bedroom Bungalow-A,1500000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,4 beds 5 baths 5 Toilets,4,5,5,Exquisitely furnished Brand New 4 Bedroom Terrace Duplex.,2100000.0
ajah,abraham-adesanya-estate,Ogombo road Abraham AdesanyaAbraham Adesanya Estate Ajah Lagos,4 beds baths Toilets,4,0,0,Luxury 4 Bedroom Duplex,1700000.0
ajah,abraham-adesanya-estate,Salvation close scheme 2estateAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,Mini flat,600000.0
ajah,abraham-adesanya-estate,"BEHIND ABRAHAM ADESANYA, ALONG OKUN AJAH COMMUNITY ROADAbraham Adesanya Estate Ajah Lagos",3 beds 0 baths 0 Toilets,3,0,0,3 bedroom Apartment,600000.0
ajah,abraham-adesanya-estate,-Abraham Adesanya Estate Ajah Lagos,4 beds 0 baths 0 Toilets,4,0,0,4 bedroom Shared Apartment,400000.0
ajah,abraham-adesanya-estate,Abraham Adesanya estateAbraham Adesanya Estate Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,Newly built two bedroom flat,1000000.0
ajah,abraham-adesanya-estate,...Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Tastefully finished 2 BedRooms serviced flat,1500000.0
ajah,abraham-adesanya-estate,Near Lekki Atlantic GardensAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom flat,800000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly Built 1 B/R Flats in a cozy neighborhood,1000000.0
ajah,abraham-adesanya-estate,Scheme 2 off abraham adesanya estate ajahAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,brand new beautiful duplex shared apartment for rent at ajah,400000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Lovely Spacious 2bedroom flat,1200000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely Spacious 3 Bedroom Flat Alone in compound,1000000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,Lovely Spacious 4 Bedroom Duplex plus BQ- AM,1800000.0
ajah,abraham-adesanya-estate,June 12 boulevardAbraham Adesanya Estate Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Shared apartment inside Abraham adesanya estate Ajah,300000.0
ajah,abraham-adesanya-estate,Opposite Abraham Adesanya estateAbraham Adesanya Estate Ajah Lagos,3 beds baths Toilets,3,0,0,Newly built 3bedroom,1800000.0
ajah,abraham-adesanya-estate,Lekki scheme 2Abraham Adesanya Estate Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,3bedroom terrace house,2000000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Lovely 3 bedroom apartment with Swimming pool for rent at Ajah,1500000.0
ajah,abraham-adesanya-estate,By Lekki Gardens Phase 2Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built 3 bedroom Maisonette,2000000.0
ajah,abraham-adesanya-estate,General paintAbraham Adesanya Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,Newly built 4bed room duplex in a serene environment with perfect finishing,2200000.0
ajah,abraham-adesanya-estate,By Abraham AdesanyaAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Luxurious 3bed room flat with bq well spacious and furnished,2000000.0
ajah,abraham-adesanya-estate,Genesis colony opposite Abraham Adesanya beside lekki gardens Abraham Adesanya Estate Ajah Lagos,4 beds 4 baths 4 Toilets,4,4,4,Newly built 4 bedroom duplex in a serene environment,2000000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,Newly Built 4 Bedrooms semi Detached Duplex,2300000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Lovely 3 Bedroom Apartment for rent at Abraham Adesanya,1200000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,4 beds 4 baths 4 Toilets,4,4,4,Newly Built 4 Bedroom Semi Detached Duplex for rent.,2300000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Bungalow,1200000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,Lovely self serviced Miniflat for rent at Ajah,800000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah lagos block TAbraham Adesanya Estate Ajah Lagos,3 beds 2 baths 2 Toilets,3,2,2,A ONE BEDROOM ENSUITE IN A 3BEDROOM SHARED APARTMENT TO SUBLET.,340000.0
ajah,abraham-adesanya-estate,"Lekki peninsula scheme 2, off Abraham adesanya estate road , ajah lekki lagos.Abraham Adesanya Estate Ajah Lagos",3 beds 3 baths 4 Toilets,3,3,4,Newly built 3 bedroom terrace duplex with a room BQ,2000000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds baths Toilets,3,0,0,Beautiful 3 Bedroom Bungalow Available For Rent At Abraham Adesanya Estate,1000000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Spacious 2 Bedroom Apartment for rent in an Estate,1400000.0
ajah,abraham-adesanya-estate,"Lekki peninsula scheme 2, off Abraham adesanya estate road , ajah lekki lagos.Abraham Adesanya Estate Ajah Lagos",3 beds 3 baths 4 Toilets,3,3,4,"Standard 3 bedroom flat for rent in lekki scheme 2, ajah lagos",1500000.0
ajah,abraham-adesanya-estate,41 supo alimi okun ajahAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,1 Bedroom self contain,200000.0
ajah,abraham-adesanya-estate,LbsAbraham Adesanya Estate Ajah Lagos,3 beds 4 baths 3 Toilets,3,4,3,3bedroom apartment,1200000.0
ajah,abraham-adesanya-estate,Lekki scheme 2Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Well maintained 2 bedroom flat,900000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A room to share Kitchen in a flat,250000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Clean 3 bedrooms flat with swimming pool,1500000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Fabulous 3 bedrooms flat upstairs available,1200000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Spacious 2 bedrooms flat in an estate,1400000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Sweetly built 2 bedrooms flat,750000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,"Newly built executive 2 bedrooms flat @ Lekki Scheme II, Off Abraham Adesanya, Ajah",1000000.0
ajah,abraham-adesanya-estate,"Lekki Garden Estate, phase 5Abraham Adesanya Estate Ajah Lagos",3 beds 3 baths 4 Toilets,3,3,4,Newly built 3 bedroom duplex,1500000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat for rent in Ajah 22APR49,2000000.0
ajah,abraham-adesanya-estate,No 2 Abraham Adedanya AjahAbraham Adesanya Estate Ajah Lagos,4 beds 5 baths 5 Toilets,4,5,5,Luxury 4bedrooms Fully Detached Duplex House+bq For Rent In Lagos,2320000.0
ajah,abraham-adesanya-estate,Paradise EstateAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly renovated 3bedroom apartment in a secured estate,1000000.0
ajah,abraham-adesanya-estate,No 02 Abraham streetAbraham Adesanya Estate Ajah Lagos,4 beds 6 baths 6 Toilets,4,6,6,Luxury 4 Bedroom Duplex,1550000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built 2 Bedrooms close to the Express,900000.0
ajah,abraham-adesanya-estate,-Abraham Adesanya Estate Ajah Lagos,4 beds 0 baths 0 Toilets,4,0,0,4 bedroom semi detached duplex,2000000.0
ajah,abraham-adesanya-estate,lekki scheme 2 Abraham adesanyaAbraham Adesanya Estate Ajah Lagos,4 beds 0 baths 0 Toilets,4,0,0,4 bedroom semi detached duplex,2000000.0
ajah,abraham-adesanya-estate,General paint bus stop just by Abraham Adesanya estateAbraham Adesanya Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,Newly built 4 bedroom detached house,2200000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,Newly Built 3 Apartments Of 3 Bedrooms Flat At Abraham Adesoya For Rent,900000.0
ajah,abraham-adesanya-estate,"Lekki garden phase 2,opposite Abraham adesanyaAbraham Adesanya Estate Ajah Lagos",3 beds 3 baths 4 Toilets,3,3,4,Newly renovated 3bedroom terrace,1500000.0
ajah,abraham-adesanya-estate,..Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Luxurious 3 bedrooms Serviced apartment,1500000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Fabulous 3 bedrooms flat,1500000.0
ajah,abraham-adesanya-estate,Artican road Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,A story building,800000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A room in a shared apartment,300000.0
ajah,abraham-adesanya-estate,"Abraham Adesanya Estate,Abraham Adesanya Estate Ajah Lagos",1 beds 1 baths 1 Toilets,1,1,1,1 bedroom self contained (single rooms),250000.0
ajah,abraham-adesanya-estate,Opposite Abraham adesanyaAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A story building,500009.0
ajah,abraham-adesanya-estate,Abraham AdesanyaAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Standard self contained,250000.0
ajah,abraham-adesanya-estate,"V3 Close, Street V, Abraham Adesanya Estate, AjahAbraham Adesanya Estate Ajah Lagos",3 beds 3 baths 3 Toilets,3,3,3,3 bedroom bungalow,800000.0
ajah,abraham-adesanya-estate,OgomboAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly built mini flat,550000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built 2bedroom flat,550000.0
ajah,abraham-adesanya-estate,-Abraham Adesanya Estate Ajah Lagos,3 beds 0 baths 0 Toilets,3,0,0,3 bedroom bungalow,1500000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Magnificent and Luxurious 3bedroom flat,1500000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,Exquisite 4bedroom duplex,1800000.0
ajah,abraham-adesanya-estate,..Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Neat and spacious mini flat,450000.0
ajah,abraham-adesanya-estate,...Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,800000.0
ajah,abraham-adesanya-estate,...Abraham Adesanya Estate Ajah Lagos,3 beds 0 baths 0 Toilets,3,0,0,3 bedroom semi detached bungalow,1000000.0
ajah,abraham-adesanya-estate,Off Ogombo Road Lekki Scheme 2 Abraham Adesanya Estate Ajah Lagos,4 beds 5 baths 5 Toilets,4,5,5,4 bedroom Semi Detached Duplex with Bq,2000000.0
ajah,abraham-adesanya-estate,Eden garden Estate besides total filling station Abraham adesanya roundabout Abraham Adesanya Estate Ajah Lagos,4 beds 5 baths 5 Toilets,4,5,5,newly build 4bedroom duplex,2500000.0
ajah,abraham-adesanya-estate,Lekki scheme 2Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A room self contain,300000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,1 beds 0 baths 0 Toilets,1,0,0,Self contain,350000.0
ajah,abraham-adesanya-estate,-Abraham Adesanya Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Duplex For Rent,1800000.0
ajah,abraham-adesanya-estate,Greenland estate Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom @greenland Estate,800000.0
ajah,abraham-adesanya-estate,Thomas EstateAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,Mini Flat For Rent at Thomas Estate Ajah LK297,550000.0
ajah,abraham-adesanya-estate,Abraham AdesanyeAbraham Adesanya Estate Ajah Lagos,1 beds 2 baths 2 Toilets,1,2,2,A Clean Pay And Park In Room And Parlour Self Contained In Abraham Adesanye Estate With Two Toilet Rent: 600k,600000.0
ajah,abraham-adesanya-estate,Thomas EstateAbraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Ensuite 2 Bedroom Flat For Rent At Thomas Estste Ajah LK309,1000000.0
ajah,abraham-adesanya-estate,-Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,1300000.0
ajah,abraham-adesanya-estate,Lekki gardens opposite Abraham adesanya ajah Abraham Adesanya Estate Ajah Lagos,4 beds 5 baths 5 Toilets,4,5,5,4bed room duplex with perfect finishing,1500000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,2bedroom apartment Rent,1200000.0
ajah,abraham-adesanya-estate,"June 12, Boulevard.Abraham Adesanya Estate Ajah Lagos",3 beds 2 baths 3 Toilets,3,2,3,A newly renovated 3 bedroom bungalow in a large Compound,1200000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,Brand New Lovely 2bedroom Flat with Excellent Facilities,1200000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 4 baths 3 Toilets,3,4,3,3 bedroom flat,1300000.0
ajah,abraham-adesanya-estate,Jeffrey plaza close to Abraham Adesanya Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A room selfcon,250000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Shared apartment selfcon,300000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Nice 2 bedroom,1000000.0
ajah,abraham-adesanya-estate,V2 close Abraham Adesanya Estate Ajah Lagos,3 beds 2 baths 3 Toilets,3,2,3,3 bedroom bungalow,1100000.0
ajah,abraham-adesanya-estate,Farm bus stop call dis number 08032541269Abraham Adesanya Estate Ajah Lagos,1 beds baths 10 Toilets,1,0,0,"The shops as at farm bustop fasing express road Ajah, [redacted]",600000.0
ajah,abraham-adesanya-estate,Road 2Abraham Adesanya Estate Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,A very sweet 3 bedroom spacious flat,2000000.0
ajah,abraham-adesanya-estate,AdesanyaAbraham Adesanya Estate Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,A lovely 2 bedroom with parking space for lease,1000000.0
ajah,abraham-adesanya-estate,KajolaAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Luxurous and lovely 3 bedroom flat,900000.0
ajah,abraham-adesanya-estate,Lekki Garden Phase 2Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Superb 3 Bedroom Duplex,1300000.0
ajah,abraham-adesanya-estate,ajahAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,lovely built well finished 3 Bedroom Detached Bungalow,1500000.0
ajah,abraham-adesanya-estate,- Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,900000.0
ajah,abraham-adesanya-estate,Lekki scheme 2Abraham Adesanya Estate Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,Neat 2bedroom flat at Lekki scheme 2 along A.A Road,650000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,4 beds 4 baths 4 Toilets,4,4,4,LOVELY 4 BEDROOM TERRACE DUPLEX FOR RENT AT AJAH,1500000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,LOVELY 2 and 3 BEDROOM FLAT FOR RENT AT AJAH,1300000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 BEDROOM SEMI DETACHED DUPLEX,1500000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 2 baths 2 Toilets,3,2,2,Newly renovated 3 bedroom flat,1000000.0
ajah,abraham-adesanya-estate,Street U and VAbraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,NEWLY RENOVATED 2 AND 3 BEDROOM BUNGALOW,600000.0
ajah,abraham-adesanya-estate,AraromiAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Brand new 3 bedroom flat just 2 in a compound.,800000.0
ajah,abraham-adesanya-estate,AraromiAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat with room ensuite with kitchen and store,700000.0
ajah,abraham-adesanya-estate,Abraham AdesanyaAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3bedroom flat all rooms ensuit newly renovated,1000000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A room and parlour self contain for rent in Ajah kw-1327,550000.0
ajah,abraham-adesanya-estate,Lekki scheme 2Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths Toilets,2,2,0,Nice 2 bedroom flat for rent in Ajah kw-1370,750000.0
ajah,abraham-adesanya-estate,gombo road abraham adesanya ajah lagos Abraham Adesanya Estate Ajah Lagos,4 beds 4 baths 4 Toilets,4,4,4,Newly built four bedroom semi detached house,1700000.0
ajah,abraham-adesanya-estate,Lekki Gardens Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Beautiful 2 Bedrooms Apartment,1200000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,"A room self contain 300,000N and a mini flat 450,000N at Lekki scheme II Abraham Adesanya Agency",450000.0
ajah,abraham-adesanya-estate,road 5Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A mini flat available for rent at Abraham adesanya Estate.,650000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,3 beds 2 baths 2 Toilets,3,2,2,Newly renovated 3 bedroom Flat,1000000.0
ajah,abraham-adesanya-estate,Road 9Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Well maintained 3 bedroom flat for rent at Abraham ADESANYA estate,800000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A ROOM SELF CONTAIN AVAILABLE FOR RENT AT ABRAHAM ADESANYA,400000.0
ajah,abraham-adesanya-estate,"Road 7, lekki scheme II estate by Abraham Adesanya Abraham Adesanya Estate Ajah Lagos",1 beds 1 baths 1 Toilets,1,1,1,A room self contain available for rent,400000.0
ajah,abraham-adesanya-estate,"38, lekki scheme II estate by Abraham adesanya roadAbraham Adesanya Estate Ajah Lagos",4 beds 5 baths 6 Toilets,4,5,6,Newly built 4 bedroom duplex with 2 bedroom bq in a serene and secured estate,2500000.0
ajah,abraham-adesanya-estate,"Road 7, lekki scheme II estate by Abraham adesanya, off ogombo road Ajah Lagos Abraham Adesanya Estate Ajah Lagos",1 beds 1 baths 1 Toilets,1,1,1,A room and parlour self-contained apartment available for rent (mini flat),600000.0
ajah,abraham-adesanya-estate,Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A MINI FLAT FOR RENT AT ABRAHAM ADESANYA ESTATE,450000.0
ajah,abraham-adesanya-estate,Lekki Gardens Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built And Spacious 3 Bedrooms Terraced Duplex,1500000.0
ajah,abraham-adesanya-estate,Road 6 June 12Abraham Adesanya Estate Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,newly built room and parlor self contained,360000.0
ajah,abraham-adesanya-estate,araromiAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,brand new mini flat at Araromi behind lekki gardens,300000.0
ajah,abraham-adesanya-estate,Opposite Abraham Adesanya EstateAbraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Tastefully Built & Well furnished 2 bedroom Terraced Duplex,1300000.0
ajah,abraham-adesanya-estate,Lekki peninsula scheme 2 ajah Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built 3 bedroom flat available for rent,1500000.0
ajah,abraham-adesanya-estate,After Abraham Adesanya exit gateAbraham Adesanya Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,"Brand new, Luxury 4 Bed room Duplex in a serene environment",1800000.0
ajah,abraham-adesanya-estate,SanusiAbraham Adesanya Estate Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A sweet self contaiN,350000.0
ajah,abraham-adesanya-estate,Road6Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built tastefully furnished kitchenluxury apartment,1000000.0
ajah,abraham-adesanya-estate,"Road 6, Abraham Adesanya Estate Ajah Lagos",3 beds 3 baths 4 Toilets,3,3,4,3 bedroom house,900000.0
ajah,abraham-adesanya-estate,"Lagos Business School,Abraham Adesanya Estate Ajah Lagos",2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,900000.0
ajah,abraham-adesanya-estate,Ajah Abraham Adesanya Estate Ajah Lagos,4 beds 5 baths 5 Toilets,4,5,5,4 bedroom terrace duplex,1800000.0
ajah,abraham-adesanya-estate,-Abraham Adesanya Estate Ajah Lagos,3 beds 0 baths 0 Toilets,3,0,0,3 bedroom flat,1000000.0
ajah,abraham-adesanya-estate,-Abraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom detached bungalow,1000000.0
ajah,abraham-adesanya-estate,Genesis ColonyAbraham Adesanya Estate Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 Bedroom Terraced Duplex,1300000.0
ajah,abraham-adesanya-estate,Genesis ColonyAbraham Adesanya Estate Ajah Lagos,2 beds 3 baths 2 Toilets,2,3,2,Brand New 2 Bedroom Terrace Duplex,1300000.0
ajah,abraham-adesanya-estate,Abraham Adesanya EstateAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Flat,800000.0
ajah,abraham-adesanya-estate,Abraham adesanya estate ajah Abraham Adesanya Estate Ajah Lagos,2 beds 1 baths 1 Toilets,2,1,1,2 bedroom bungalow for rent in Abraham adesanya estate ajah,500000.0
ajah,abraham-adesanya-estate,Paradise EstateAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Luxury Three bedroom flat All rooms Ensuite with water heater,1000000.0
ajah,abraham-adesanya-estate,Towards General PaintAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat for rent,1000000.0
ajah,abraham-adesanya-estate,Off Road 7Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Semi-Detached Bungalow,900000.0
ajah,abraham-adesanya-estate,Lagos Business SchoolAbraham Adesanya Estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Terrace Duplex,1000000.0
ajah,abraham-adesanya-estate,Off Road 7Abraham Adesanya Estate Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Semi-Detached Bungalow,800000.0
ajah,abraham-adesanya-estate,"Off Road 6, Abraham Adesanya Estate Ajah Lagos",3 beds 3 baths 3 Toilets,3,3,3,3 bedroom semi-detached bungalow for rent,1000000.0
ajah,abraham-adesanya-estate,Inoyo Haven Estate; BesideAbraham Adesanya Estate Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,"4 Bedroom Semi-Detached Duplex At Inoyo Hvaen Estate, Ajah",2500000.0
